"geoid","msa","name","pop","pop_child","pop_inst","house","house_fam","house_fam_child","house_child","house_senior","house_size","house_fam_size","units","units_occ","units_vac","units_vac_rent","units_sale","units_sold","units_vac_vacation","units_vac_other","units_occ_own","units_occ_own_pop","units_occ_own_size","units_occ_rent","units_occ_rent_pop","units_occ_rent_size"
"310M100US24940",24940,"Greenwood, SC  Micro Area",69661,19321,1290,27547,18438,7853,9062,7600,2.43,2.96,31054,27547,3507,1141,469,97,640,1116,18025,43856,2.43,9522,23165,2.43
"310M100US24980",24980,"Grenada, MS  Micro Area",21906,6542,256,8779,5940,2467,2983,2477,2.47,3.03,10155,8779,1376,528,107,61,322,346,5841,14530,2.49,2938,7120,2.42
"310M100US25020",25020,"Guayama, PR  Metro Area",84214,28794,2227,30706,22523,10224,11916,8616,2.67,3.15,37946,30706,7240,744,757,169,1750,3747,22457,59921,2.67,8249,21980,2.66
"310M100US25060",25060,"Gulfport-Biloxi, MS  Metro Area",248820,70214,2554,95021,64237,28230,32946,22772,2.54,3.05,114182,95021,19161,8215,2482,498,3369,4393,62427,160286,2.57,32594,81247,2.49
"310M100US25100",25100,"Guymon, OK  Micro Area",20640,6357,108,7212,5147,2596,2887,1515,2.78,3.29,8208,7212,996,351,51,51,44,477,4597,12906,2.81,2615,7162,2.74
"310M100US25180",25180,"Hagerstown-Martinsburg, MD-WV  Metro Area",269140,74550,8503,102845,70402,30440,34286,25833,2.52,3.01,115329,102845,12484,3561,2053,413,3394,2960,72262,186234,2.58,30583,73448,2.4
"310M100US25220",25220,"Hammond, LA  Micro Area",121097,35327,1219,45135,30668,13473,16000,10304,2.6,3.13,50073,45135,4938,1531,539,145,612,2032,31544,83584,2.65,13591,33875,2.49
"310M100US25260",25260,"Hanford-Corcoran, CA  Metro Area",152982,48245,19189,41233,31939,17793,20184,8417,3.19,3.59,43867,41233,2634,1055,469,120,154,778,22329,70812,3.17,18904,60590,3.21
"310M100US25300",25300,"Hannibal, MO  Micro Area",38948,10565,698,15468,10451,4398,4877,4249,2.43,2.94,18009,15468,2541,509,250,96,844,808,10924,27295,2.5,4544,10231,2.25
"310M100US25340",25340,"Harriman, TN  Micro Area",54181,13638,431,22376,15450,5340,6345,7227,2.39,2.88,25716,22376,3340,760,419,117,611,1404,16829,40993,2.44,5547,12542,2.26
"310M100US25380",25380,"Harrisburg, IL  Micro Area",24913,6395,701,10379,6631,2614,3006,3239,2.32,2.89,11697,10379,1318,211,148,82,184,679,7560,17925,2.37,2819,6110,2.17
"310M100US25420",25420,"Harrisburg-Carlisle, PA  Metro Area",549475,146072,9103,222281,142563,59340,65097,57065,2.38,2.95,240818,222281,18537,5888,3210,755,3039,5229,153307,382042,2.49,68974,147166,2.13
"310M100US25460",25460,"Harrison, AR  Micro Area",45233,11743,418,18691,12833,4972,5624,5880,2.39,2.89,21491,18691,2800,410,338,106,872,1040,13938,33920,2.43,4753,10797,2.27
"310M100US25500",25500,"Harrisonburg, VA  Metro Area",125228,29929,1079,45165,28634,12185,13503,11126,2.57,3.02,51104,45165,5939,1498,597,139,2517,1110,27756,71970,2.59,17409,44204,2.54
"310M100US25540",25540,"Hartford-West Hartford-East Hartford, CT  Metro Area",1212381,341334,21292,472533,308281,136653,148816,123930,2.46,3.03,507049,472533,34516,13323,4355,1035,7233,8029,320902,831901,2.59,151631,331051,2.18
"310M100US25580",25580,"Hastings, NE  Micro Area",37906,10270,418,15115,9789,4268,4601,4230,2.4,2.97,16351,15115,1236,417,202,58,86,442,10473,26415,2.52,4642,9841,2.12
"310M100US25620",25620,"Hattiesburg, MS  Metro Area",142842,40970,1246,54962,36004,16784,19156,11901,2.53,3.08,61878,54962,6916,2484,786,173,1148,2240,35061,91536,2.61,19901,47265,2.38
"310M100US25660",25660,"Havre, MT  Micro Area",16096,4468,134,6275,4020,1779,2042,1477,2.47,3.1,7250,6275,975,196,63,23,276,405,4137,10483,2.53,2138,5020,2.35
"310M100US25700",25700,"Hays, KS  Micro Area",28452,6783,269,11908,6848,2954,3146,2624,2.3,2.91,12872,11908,964,376,107,46,75,335,7369,18449,2.5,4539,8970,1.98
"310M100US25720",25720,"Heber, UT  Micro Area",23530,8842,245,7287,5822,3140,3382,1386,3.19,3.59,10577,7287,3290,156,345,55,2559,154,5471,17504,3.2,1816,5776,3.18
"310M100US25740",25740,"Helena, MT  Micro Area",74801,19252,657,31206,20006,8302,8978,7426,2.33,2.88,35235,31206,4029,455,330,78,2484,641,22256,54088,2.43,8950,18537,2.07
"310M100US25760",25760,"Helena-West Helena, AR  Micro Area",21757,6934,170,8491,5612,2397,3014,2504,2.53,3.16,10126,8491,1635,543,90,35,131,808,4690,11508,2.45,3801,10003,2.63
"310M100US25780",25780,"Henderson, NC  Micro Area",45422,13319,399,17395,12028,4938,6157,4790,2.56,3.07,20082,17395,2687,645,272,98,759,892,10765,27378,2.54,6630,17198,2.59
"310M100US25820",25820,"Hereford, TX  Micro Area",19372,6609,212,6365,4843,2424,2843,1561,2.99,3.45,7077,6365,712,121,69,30,48,438,4121,12385,3.01,2244,6616,2.95
"310M100US25860",25860,"Hickory-Lenoir-Morganton, NC  Metro Area",365497,99464,5780,144504,100057,40752,46752,39711,2.47,2.96,162613,144504,18109,5297,2415,603,3425,6171,103966,259925,2.5,40538,97683,2.41
"310M100US25900",25900,"Hilo, HI  Micro Area",185079,47628,1563,67096,44407,17296,21340,19541,2.7,3.22,82324,67096,15228,2995,1338,289,7135,3370,44271,119236,2.69,22825,62199,2.73
"310M100US25940",25940,"Hilton Head Island-Beaufort, SC  Micro Area",187010,45459,2102,73462,51266,19124,21639,24495,2.45,2.88,103322,73462,29860,9006,2151,348,15276,2819,51739,121764,2.35,21723,58493,2.69
"310M100US25980",25980,"Hinesville-Fort Stewart, GA  Metro Area",77917,26004,724,27178,20220,11085,12383,3801,2.76,3.2,32770,27178,5592,3024,494,114,628,1208,15272,41472,2.72,11906,33538,2.82
"310M100US26020",26020,"Hobbs, NM  Micro Area",64727,20661,1683,22236,16260,8038,9310,5084,2.82,3.3,24919,22236,2683,867,187,46,217,1319,15434,44049,2.85,6802,18621,2.74
"310M100US26100",26100,"Holland-Grand Haven, MI  Metro Area",263801,82268,1227,93775,68342,31929,34046,21299,2.73,3.16,102495,93775,8720,2254,1727,300,2752,1579,73303,205610,2.8,20472,49930,2.44
"310M100US26140",26140,"Homosassa Springs, FL  Micro Area",141236,27043,1896,63304,41368,10629,12556,30673,2.2,2.63,78026,63304,14722,2066,2378,326,6598,3253,52100,112254,2.15,11204,26731,2.39
"310M100US26180",26180,"Honolulu, HI  Metro Area",953207,256609,7658,311047,217842,87203,108131,96947,2.95,3.48,336899,311047,25852,8633,1941,645,8799,5209,174387,541892,3.11,136660,376015,2.75
"310M100US26220",26220,"Hood River, OR  Micro Area",22346,6559,76,8173,5659,2706,2934,2003,2.64,3.14,9271,8173,1098,164,108,22,497,297,5140,13638,2.65,3033,7921,2.61
"310M100US26260",26260,"Hope, AR  Micro Area",31606,9003,379,12536,8647,3620,4260,3594,2.48,3,14982,12536,2446,548,145,59,514,1156,8586,21157,2.46,3950,9991,2.53
"310M100US26300",26300,"Hot Springs, AR  Metro Area",96024,22678,1261,40994,26510,9497,10996,14158,2.29,2.81,50548,40994,9554,2294,988,222,4006,1966,28438,65259,2.29,12556,28599,2.28
"310M100US26340",26340,"Houghton, MI  Micro Area",38784,9585,425,15245,8707,3499,3702,4220,2.37,2.99,21103,15245,5858,283,325,97,4039,1069,10747,26570,2.47,4498,9489,2.11
"310M100US26380",26380,"Houma-Bayou Cane-Thibodaux, LA  Metro Area",208178,62755,2091,75577,54652,24374,28790,17605,2.71,3.16,82469,75577,6892,1687,710,295,1202,2876,55876,155598,2.78,19701,49476,2.51
"310M100US26420",26420,"Houston-Sugar Land-Baytown, TX  Metro Area",5946800,1931886,52159,2072625,1470523,751255,845902,381603,2.83,3.38,2308205,2072625,235580,119834,29385,6377,25067,50586,1294913,3848603,2.97,777712,2020241,2.6
"310M100US26460",26460,"Hudson, NY  Micro Area",63096,15944,1479,25906,16418,6389,7070,8031,2.35,2.89,32775,25906,6869,692,451,102,4537,1049,18557,44833,2.42,7349,16127,2.19
"310M100US26480",26480,"Humboldt, TN  Micro Area",49683,14355,900,19690,13712,5771,6658,5785,2.47,2.99,21999,19690,2309,645,336,87,93,1118,13892,34470,2.48,5798,14222,2.45
"310M100US26500",26500,"Huntingdon, PA  Micro Area",45913,11116,3394,17280,11684,4478,4961,5344,2.39,2.89,22365,17280,5085,286,205,94,3794,682,13136,32366,2.46,4144,8977,2.17
"310M100US26540",26540,"Huntington, IN  Micro Area",37124,10395,436,14218,10074,4142,4596,3672,2.52,2.97,15805,14218,1587,476,395,97,79,518,10983,27970,2.55,3235,7824,2.42
"310M100US26580",26580,"Huntington-Ashland, WV-KY-OH  Metro Area",287702,74465,4797,118002,77773,30152,35049,33864,2.37,2.9,131132,118002,13130,3539,1630,684,1174,5875,82639,202694,2.45,35363,77365,2.19
"310M100US26620",26620,"Huntsville, AL  Metro Area",417593,118021,5224,166146,112026,49819,55272,36863,2.45,3,181424,166146,15278,5747,2957,658,1409,4233,116340,294476,2.53,49806,112168,2.25
"310M100US26660",26660,"Huntsville, TX  Micro Area",67861,12673,13934,20969,12354,5105,5939,4656,2.44,3.02,24058,20969,3089,761,225,90,1070,907,11720,30202,2.58,9249,20951,2.27
"310M100US26700",26700,"Huron, SD  Micro Area",17398,4467,273,7276,4509,1904,2079,2055,2.31,2.92,8304,7276,1028,337,82,22,206,372,4813,11497,2.39,2463,5281,2.14
"310M100US26740",26740,"Hutchinson, KS  Micro Area",64511,17345,2662,25794,16763,6972,7619,7532,2.38,2.94,28274,25794,2480,657,308,90,168,1206,17764,43961,2.47,8030,17421,2.17
"310M100US26780",26780,"Hutchinson, MN  Micro Area",36651,10796,327,14639,9894,4447,4708,3814,2.47,3.01,15760,14639,1121,402,243,42,90,316,11210,29276,2.61,3429,6899,2.01
"310M100US26820",26820,"Idaho Falls, ID  Metro Area",130374,46691,627,44775,33485,17360,18668,9749,2.88,3.37,48453,44775,3678,1164,828,153,697,785,33110,98687,2.98,11665,30404,2.61
"310M100US26860",26860,"Indiana, PA  Micro Area",88880,21247,1444,35005,21768,8034,8827,9722,2.39,2.91,38236,35005,3231,659,317,139,736,1328,24082,60290,2.5,10923,23233,2.13
"310M100US26900",26900,"Indianapolis-Carmel, IN  Metro Area",1756241,526722,21324,680257,451079,218347,240973,137965,2.53,3.09,757441,680257,77184,30618,12432,2412,5725,24802,452512,1193423,2.64,227745,530738,2.33
"310M100US26940",26940,"Indianola, MS  Micro Area",29450,8084,4173,8822,6322,2603,3584,2189,2.81,3.36,9685,8822,863,307,61,36,52,393,5203,14486,2.78,3619,10310,2.85
"310M100US26980",26980,"Iowa City, IA  Metro Area",152586,35518,1864,61456,33757,15716,16451,10388,2.35,2.97,65483,61456,4027,1390,948,237,395,946,37838,95198,2.52,23618,49221,2.08
"310M100US27020",27020,"Iron Mountain, MI-WI  Micro Area",30591,7715,428,13346,8617,3263,3513,4046,2.25,2.78,18770,13346,5424,273,300,93,4217,516,10825,25147,2.32,2521,4932,1.96
"310M100US27060",27060,"Ithaca, NY  Metro Area",101564,19197,844,38967,20042,8806,9431,7886,2.27,2.84,41674,38967,2707,836,280,108,665,741,21092,51690,2.45,17875,36642,2.05
"310M100US27100",27100,"Jackson, MI  Metro Area",160248,44225,7873,60771,40920,17371,19401,16208,2.48,2.98,69458,60771,8687,2641,1380,326,2197,2052,44632,113304,2.54,16139,37272,2.31
"310M100US27140",27140,"Jackson, MS  Metro Area",539057,164687,9196,201054,138530,63432,74307,44412,2.6,3.14,222584,201054,21530,6749,3050,727,1767,8952,136658,360019,2.63,64396,162132,2.52
"310M100US27180",27180,"Jackson, TN  Metro Area",115425,32238,1739,44281,30156,12879,14844,10965,2.48,3,48857,44281,4576,1702,773,140,297,1596,29311,73631,2.51,14970,36114,2.41
"310M100US27220",27220,"Jackson, WY-ID  Micro Area",31464,7751,104,12624,7447,3558,3723,1944,2.47,3.04,18291,12624,5667,912,400,82,3833,393,7672,19240,2.51,4952,11946,2.41
"310M100US27260",27260,"Jacksonville, FL  Metro Area",1345596,380889,13586,524146,350483,155386,176317,120014,2.52,3.04,598490,524146,74344,26509,12228,1797,13147,19717,350768,901224,2.57,173378,417451,2.41
"310M100US27300",27300,"Jacksonville, IL  Micro Area",40902,10021,1887,16318,10367,4210,4700,4723,2.32,2.87,17974,16318,1656,440,267,75,202,656,11636,27834,2.39,4682,9961,2.13
"310M100US27340",27340,"Jacksonville, NC  Metro Area",177772,49540,887,60092,44274,22898,24981,9669,2.66,3.06,68226,60092,8134,1633,742,182,3914,1508,34332,92016,2.68,25760,67951,2.64
"310M100US27380",27380,"Jacksonville, TX  Micro Area",50845,14846,2354,17894,12907,5461,6436,5302,2.68,3.18,20859,17894,2965,593,246,61,712,1325,12961,34717,2.68,4933,13277,2.69
"310M100US27420",27420,"Jamestown, ND  Micro Area",21100,4833,1042,8931,5255,2150,2282,2528,2.17,2.79,9862,8931,931,142,78,33,348,322,5957,14178,2.38,2974,5189,1.74
"310M100US27460",27460,"Jamestown-Dunkirk-Fredonia, NY  Micro Area",134905,35409,2364,54244,34101,13886,15421,15678,2.37,2.92,66920,54244,12676,1876,795,269,7573,2067,36876,90697,2.46,17368,37694,2.17
"310M100US27500",27500,"Janesville, WI  Metro Area",160331,46879,1400,62905,42416,19253,21170,15405,2.5,3,68422,62905,5517,2035,1203,143,786,1275,44380,114315,2.58,18525,43082,2.33
"310M100US27540",27540,"Jasper, IN  Micro Area",54734,15962,900,21319,15104,6521,7061,5461,2.52,3,23119,21319,1800,310,322,88,431,611,16684,43342,2.6,4635,10286,2.22
"310M100US27580",27580,"Jayuya, PR  Micro Area",16642,6500,28,5569,4383,2092,2399,1469,2.98,3.42,6541,5569,972,165,52,4,219,514,3817,11316,2.96,1752,5298,3.02
"310M100US27620",27620,"Jefferson City, MO  Metro Area",149807,40646,7903,56915,38081,17146,18750,13413,2.45,2.98,63555,56915,6640,1753,733,225,1610,2219,40639,103889,2.56,16276,35322,2.17
"310M100US27660",27660,"Jennings, LA  Micro Area",31594,9752,543,11771,8363,3752,4372,3170,2.64,3.14,13306,11771,1535,320,114,29,260,796,8867,23751,2.68,2904,7276,2.51
"310M100US27700",27700,"Jesup, GA  Micro Area",30099,8381,2278,10562,7686,3363,3966,2747,2.63,3.09,12199,10562,1637,424,169,64,265,679,7387,19235,2.6,3175,8548,2.69
"310M100US27740",27740,"Johnson City, TN  Metro Area",198716,48483,2664,83245,53633,20466,23287,23079,2.31,2.84,93830,83245,10585,2628,1495,399,1570,4365,56754,135112,2.38,26491,57059,2.15
"310M100US27780",27780,"Johnstown, PA  Metro Area",143679,36751,4373,58950,37835,14010,15453,19407,2.3,2.87,65650,58950,6700,1479,842,314,944,3019,43392,105167,2.42,15558,30420,1.96
"310M100US27860",27860,"Jonesboro, AR  Metro Area",121026,33953,1673,47045,31680,14356,16259,11093,2.49,3.01,51438,47045,4393,1704,557,129,283,1655,28966,73285,2.53,18079,43821,2.42
"310M100US27900",27900,"Joplin, MO  Metro Area",175518,50436,1699,67660,46147,20707,23255,17427,2.54,3.04,74981,67660,7321,2196,1187,443,318,3035,45592,118045,2.59,22068,54115,2.45
"310M100US27940",27940,"Juneau, AK  Micro Area",31275,8430,408,12187,7742,3656,3985,1981,2.49,3.03,13055,12187,868,171,105,25,311,221,7590,20132,2.65,4597,10256,2.23
"310M100US27980",27980,"Kahului-Wailuku, HI  Micro Area",154834,40322,1456,53886,35498,15288,18585,14129,2.82,3.36,70379,53886,16493,3499,747,166,9956,1958,30055,90619,3.02,23831,61443,2.58
"310M100US28020",28020,"Kalamazoo-Portage, MI  Metro Area",326589,88707,2285,129538,80734,36077,39598,29577,2.45,3.01,146792,129538,17254,5012,2284,448,5812,3508,86787,223852,2.58,42751,93405,2.18
"310M100US28060",28060,"Kalispell, MT  Micro Area",90928,24416,586,37504,24817,10226,11066,9353,2.4,2.91,46963,37504,9459,967,864,130,6542,884,26537,65360,2.46,10967,24576,2.24
"310M100US28100",28100,"Kankakee-Bradley, IL  Metro Area",113449,34231,2068,41511,28680,13129,14604,10753,2.61,3.13,45246,41511,3735,947,805,156,511,1258,28598,76440,2.67,12913,31902,2.47
"310M100US28140",28140,"Kansas City, MO-KS  Metro Area",2035334,602726,22568,799637,527927,247827,272465,174414,2.51,3.08,883099,799637,83462,34810,14707,2802,5513,24358,537462,1409585,2.62,262175,593718,2.26
"310M100US28180",28180,"Kapaa, HI  Micro Area",67091,17807,628,23240,16147,6368,7989,7175,2.84,3.31,29793,23240,6553,1312,251,51,4172,706,13968,41412,2.96,9272,24518,2.64
"310M100US28260",28260,"Kearney, NE  Micro Area",52591,13980,697,20718,13094,6069,6432,4648,2.43,2.98,21950,20718,1232,409,183,57,103,455,13441,34547,2.57,7277,15735,2.16
"310M100US28300",28300,"Keene, NH  Micro Area",77117,18450,604,30204,19284,7679,8394,8025,2.4,2.88,34773,30204,4569,703,410,96,2746,563,21148,53075,2.51,9056,19415,2.14
"310M100US28340",28340,"Kendallville, IN  Micro Area",47536,14745,750,17355,12591,5572,6239,4125,2.69,3.16,20109,17355,2754,570,381,113,1066,593,13467,37057,2.75,3888,9648,2.48
"310M100US28380",28380,"Kennett, MO  Micro Area",31953,8953,644,12837,8492,3613,4210,3728,2.44,2.98,14419,12837,1582,470,163,70,83,766,8151,19725,2.42,4686,11556,2.47
"310M100US28420",28420,"Kennewick-Pasco-Richland, WA  Metro Area",253340,83424,2855,88549,63862,32243,35388,18861,2.82,3.31,93041,88549,4492,1456,802,298,601,1169,59981,172297,2.87,28568,77771,2.72
"310M100US28500",28500,"Kerrville, TX  Micro Area",49625,11442,1116,20550,13549,4499,5215,8410,2.32,2.84,23831,20550,3281,664,398,59,1264,858,14958,34774,2.32,5592,12941,2.31
"310M100US28540",28540,"Ketchikan, AK  Micro Area",13477,3637,120,5305,3369,1509,1695,1055,2.49,3.04,6166,5305,861,185,62,22,382,187,3076,8158,2.65,2229,5073,2.28
"310M100US28580",28580,"Key West, FL  Micro Area",73090,13095,613,32629,18219,5964,6678,9199,2.18,2.7,52764,32629,20135,2245,1061,173,15037,1454,18501,39904,2.16,14128,31166,2.21
"310M100US28620",28620,"Kill Devil Hills, NC  Micro Area",33920,7768,133,14335,9397,3640,4034,3710,2.36,2.78,33492,14335,19157,3433,411,34,14742,488,10118,23361,2.31,4217,10407,2.47
"310M100US28660",28660,"Killeen-Temple-Fort Hood, TX  Metro Area",405300,124799,10809,144119,102915,53917,59543,25520,2.68,3.17,159366,144119,15247,7037,2045,542,1399,3895,81539,223427,2.74,62580,162128,2.59
"310M100US28700",28700,"Kingsport-Bristol-Bristol, TN-VA  Metro Area",309544,77697,3648,130138,87679,31977,36930,40736,2.33,2.84,146978,130138,16840,4199,2225,644,2771,6778,95431,226811,2.38,34707,76936,2.22
"310M100US28740",28740,"Kingston, NY  Metro Area",182493,46411,4349,71049,44379,18798,20719,19428,2.4,2.97,83638,71049,12589,1930,1203,247,6777,2327,48781,122531,2.51,22268,48189,2.16
"310M100US28780",28780,"Kingsville, TX  Micro Area",32477,9260,293,11244,7566,3481,4125,2647,2.71,3.24,13020,11244,1776,499,124,35,292,789,6344,17900,2.82,4900,12603,2.57
"310M100US28820",28820,"Kinston, NC  Micro Area",59495,16732,488,24327,15933,6561,7755,7087,2.39,2.96,27437,24327,3110,986,352,80,171,1482,15157,36372,2.4,9170,21881,2.39
"310M100US28860",28860,"Kirksville, MO  Micro Area",30038,6888,347,11673,6582,2855,3105,2884,2.32,2.96,13365,11673,1692,359,138,40,306,809,7164,17538,2.45,4509,9553,2.12
"310M100US28900",28900,"Klamath Falls, OR  Micro Area",66380,16663,204,27280,17831,6902,7754,8196,2.4,2.88,32774,27280,5494,888,635,110,2528,1299,18037,42828,2.37,9243,22602,2.45
"310M100US28940",28940,"Knoxville, TN  Metro Area",698030,180100,5731,284984,186225,75647,85381,73432,2.39,2.93,315615,284984,30631,10108,5797,1333,3909,9041,197099,487096,2.47,87885,194744,2.22
"310M100US28980",28980,"Kodiak, AK  Micro Area",13592,4335,51,4630,3233,1815,1991,687,2.86,3.34,5303,4630,673,62,24,12,399,166,2648,7971,3.01,1982,5285,2.67
"310M100US29020",29020,"Kokomo, IN  Metro Area",98688,27451,1188,40677,27121,11077,12485,11412,2.39,2.92,45677,40677,5000,1618,935,147,300,1951,29242,71590,2.45,11435,25611,2.24
"310M100US29060",29060,"Laconia, NH  Micro Area",60088,15131,719,24766,16609,6348,7053,6940,2.39,2.84,37386,24766,12620,806,665,91,10467,542,18523,45522,2.46,6243,13708,2.2
"310M100US29100",29100,"La Crosse, WI-MN  Metro Area",133665,33978,1378,53986,32765,14395,15254,12759,2.37,2.94,57003,53986,3017,740,552,88,725,826,35967,91191,2.54,18019,37022,2.05
"310M100US29140",29140,"Lafayette, IN  Metro Area",201789,49305,1958,76911,45069,20575,22344,14708,2.43,3.02,84505,76911,7594,2933,1406,296,1245,1599,44898,116141,2.59,32013,70987,2.22
"310M100US29180",29180,"Lafayette, LA  Metro Area",273738,81276,2844,106243,69494,32695,36812,21040,2.52,3.08,115597,106243,9354,3213,1238,395,1685,2604,71875,188717,2.63,34368,79170,2.3
"310M100US29220",29220,"La Follette, TN  Micro Area",40716,10708,492,16354,11438,4201,5083,5064,2.46,2.92,19966,16354,3612,650,320,89,1457,1069,11621,29107,2.5,4733,11090,2.34
"310M100US29260",29260,"La Grande, OR  Micro Area",25748,6562,322,10501,6804,2745,2966,2932,2.38,2.89,11489,10501,988,283,124,32,281,248,6873,16708,2.43,3628,8305,2.29
"310M100US29300",29300,"LaGrange, GA  Micro Area",67044,20154,1438,24828,17489,7932,9421,6089,2.62,3.12,28046,24828,3218,1282,546,63,307,974,15107,39520,2.62,9721,25451,2.62
"310M100US29340",29340,"Lake Charles, LA  Metro Area",199607,59414,2581,76571,52433,23108,26811,18430,2.56,3.08,85651,76571,9080,3077,756,282,1503,3326,53793,140398,2.61,22778,55413,2.43
"310M100US29380",29380,"Lake City, FL  Micro Area",67531,17439,4425,24941,17122,6749,8105,7442,2.52,3,28636,24941,3695,1040,542,123,716,1235,18213,45674,2.51,6728,17251,2.56
"310M100US29420",29420,"Lake Havasu City-Kingman, AZ  Metro Area",200186,46725,2329,82539,54036,17131,20234,32918,2.39,2.86,110911,82539,28372,3573,2977,481,16294,4904,57728,131208,2.27,24811,66349,2.67
"310M100US29460",29460,"Lakeland-Winter Haven, FL  Metro Area",602095,163222,8097,227485,159323,62204,73048,76009,2.59,3.05,281214,227485,53729,12562,7283,1062,23241,9013,160442,404532,2.52,67043,185302,2.76
"310M100US29500",29500,"Lamesa, TX  Micro Area",13833,3557,2126,4385,3115,1284,1583,1374,2.67,3.21,5220,4385,835,154,66,111,49,433,3164,8393,2.65,1221,3294,2.7
"310M100US29540",29540,"Lancaster, PA  Metro Area",519445,157823,5497,193602,135401,57998,62871,52848,2.62,3.13,202952,193602,9350,3411,1953,531,930,2225,132703,364337,2.75,60899,142470,2.34
"310M100US29580",29580,"Lancaster, SC  Micro Area",76652,21329,2013,29697,21122,8507,9851,8418,2.51,2.97,32687,29697,2990,801,527,181,277,1162,22440,55828,2.49,7257,18710,2.58
"310M100US29620",29620,"Lansing-East Lansing, MI  Metro Area",464036,122397,2767,183422,112131,49494,54099,39088,2.42,2.99,199026,183422,15604,6238,3094,595,1058,4349,120047,304998,2.54,63375,138321,2.18
"310M100US29660",29660,"Laramie, WY  Micro Area",36299,6737,150,15691,7430,3080,3300,2329,2.17,2.84,17939,15691,2248,386,132,40,1175,482,7834,18460,2.36,7857,15591,1.98
"310M100US29700",29700,"Laredo, TX  Metro Area",250304,100006,2014,67106,56350,32756,38659,14605,3.68,4.05,73496,67106,6390,2005,826,167,929,2354,43286,163543,3.78,23820,83282,3.5
"310M100US29740",29740,"Las Cruces, NM  Metro Area",209233,64708,2038,75532,51863,24319,28266,18864,2.71,3.25,81492,75532,5960,2054,889,152,680,2095,48514,135357,2.79,27018,69295,2.56
"310M100US29780",29780,"Las Vegas, NM  Micro Area",29393,7661,500,11978,7275,2922,3447,3327,2.34,2.95,15595,11978,3617,407,117,31,1846,1196,8434,20531,2.43,3544,7552,2.13
"310M100US29820",29820,"Las Vegas-Paradise, NV  Metro Area",1951269,563242,15540,715365,467916,219668,249397,164474,2.7,3.26,840343,715365,124978,47504,26963,2277,22002,24941,408206,1107730,2.71,307159,821547,2.67
"310M100US29860",29860,"Laurel, MS  Micro Area",84823,24796,682,32045,22519,9354,11253,9181,2.59,3.1,36636,32045,4591,931,361,93,775,2387,24295,61970,2.55,7750,20956,2.7
"310M100US29900",29900,"Laurinburg, NC  Micro Area",36157,10427,1296,13614,9393,3887,4858,3666,2.53,3.06,15193,13614,1579,518,153,52,141,691,8678,22179,2.56,4936,12248,2.48
"310M100US29940",29940,"Lawrence, KS  Metro Area",110826,23879,572,43576,23304,10754,11542,7055,2.34,2.94,46731,43576,3155,1488,485,121,291,684,22992,58329,2.54,20584,43705,2.12
"310M100US29980",29980,"Lawrenceburg, TN  Micro Area",41869,12529,389,16275,11523,4740,5404,4887,2.55,3.05,18177,16275,1902,429,238,114,230,866,12190,31803,2.61,4085,9659,2.36
"310M100US30020",30020,"Lawton, OK  Metro Area",124098,34377,3772,44982,30303,14509,16436,9222,2.53,3.07,50739,44982,5757,2127,639,234,362,2345,25400,65150,2.56,19582,48605,2.48
"310M100US30060",30060,"Lebanon, MO  Micro Area",35571,9901,326,14081,9903,4190,4734,3987,2.5,2.95,15778,14081,1697,484,266,56,225,634,9790,24691,2.52,4291,10535,2.46
"310M100US30100",30100,"Lebanon, NH-VT  Micro Area",174724,40111,1544,72626,45359,17594,19055,20111,2.29,2.79,100083,72626,27457,2036,1291,237,21938,1818,51790,123426,2.38,20836,42684,2.05
"310M100US30140",30140,"Lebanon, PA  Metro Area",133568,37552,1841,52258,36111,14565,15928,15530,2.49,2.98,55592,52258,3334,1098,607,134,506,935,37622,97073,2.58,14636,32838,2.24
"310M100US30220",30220,"Levelland, TX  Micro Area",22935,6891,143,8242,6059,2646,3141,2119,2.7,3.17,9293,8242,1051,396,88,20,41,498,5775,15861,2.75,2467,6433,2.61
"310M100US30260",30260,"Lewisburg, PA  Micro Area",44947,10114,6064,14765,9846,4008,4278,4527,2.43,2.96,16997,14765,2232,274,169,80,1348,329,10492,27031,2.58,4273,8807,2.06
"310M100US30280",30280,"Lewisburg, TN  Micro Area",30617,8716,277,11850,8457,3535,4112,2930,2.55,3.01,13119,11850,1269,344,222,46,89,545,8561,22126,2.58,3289,8132,2.47
"310M100US30300",30300,"Lewiston, ID-WA  Metro Area",60888,15164,744,25477,16245,6319,7126,7750,2.35,2.86,27310,25477,1833,440,292,45,519,491,17274,41833,2.42,8203,17915,2.18
"310M100US30340",30340,"Lewiston-Auburn, ME  Metro Area",107702,28335,736,44315,28045,12244,13363,11004,2.37,2.88,49090,44315,4775,1477,625,138,1439,1049,28544,71119,2.49,15771,33823,2.14
"310M100US30380",30380,"Lewistown, PA  Micro Area",46682,13136,499,18743,12729,4903,5456,6005,2.46,2.98,21537,18743,2794,427,297,127,1251,669,13613,34957,2.57,5130,11166,2.18
"310M100US30420",30420,"Lexington, NE  Micro Area",26370,8038,298,9748,6847,3189,3491,2631,2.67,3.19,11390,9748,1642,379,165,34,668,380,6777,18373,2.71,2971,7658,2.58
"310M100US30460",30460,"Lexington-Fayette, KY  Metro Area",472099,123018,5548,190142,117832,53361,59286,38204,2.39,2.97,209138,190142,18996,8340,3278,594,1762,4664,114660,284466,2.48,75482,170711,2.26
