"geoid","msa","name","pop","pop_child","pop_inst","house","house_fam","house_fam_child","house_child","house_senior","house_size","house_fam_size","units","units_occ","units_vac","units_vac_rent","units_sale","units_sold","units_vac_vacation","units_vac_other","units_occ_own","units_occ_own_pop","units_occ_own_size","units_occ_rent","units_occ_rent_pop","units_occ_rent_size"
"310M100US36100",36100,"Ocala, FL  Metro Area",331298,75824,7524,137726,92554,29492,34480,58725,2.35,2.8,164050,137726,26324,5351,4786,710,7426,7833,105075,239828,2.28,32651,83231,2.55
"310M100US36140",36140,"Ocean City, NJ  Metro Area",97265,23970,1132,40812,25947,8828,10119,15002,2.32,2.89,98309,40812,57497,4427,1414,181,48814,2430,30155,70793,2.35,10657,23844,2.24
"310M100US36180",36180,"Ocean Pines, MD  Micro Area",51454,11712,649,22229,14598,4663,5372,8305,2.28,2.76,55749,22229,33520,3372,1238,125,27597,1000,16737,37779,2.26,5492,12940,2.36
"310M100US36220",36220,"Odessa, TX  Metro Area",137130,44400,1285,48688,34588,17087,19999,10359,2.77,3.32,53027,48688,4339,1800,483,491,240,1217,32950,96326,2.92,15738,38629,2.45
"310M100US36260",36260,"Ogden-Clearfield, UT  Metro Area",547184,205658,3226,175113,136515,72422,79256,34550,3.09,3.54,186763,175113,11650,3273,2544,439,3084,2087,132712,425388,3.21,42401,115994,2.74
"310M100US36300",36300,"Ogdensburg-Massena, NY  Micro Area",111944,28283,3256,41605,26604,11191,12372,11098,2.43,2.95,52133,41605,10528,712,495,148,7574,1532,29468,74939,2.54,12137,26254,2.16
"310M100US36340",36340,"Oil City, PA  Micro Area",54984,14447,769,22621,15305,5739,6371,6820,2.37,2.85,27464,22621,4843,424,315,122,2813,1111,16876,41197,2.44,5745,12490,2.17
"310M100US36380",36380,"Okeechobee, FL  Micro Area",39996,10311,2331,14013,9632,3901,4689,4774,2.68,3.13,18509,14013,4496,677,398,96,2561,722,10184,26126,2.57,3829,11367,2.97
"310M100US36420",36420,"Oklahoma City, OK  Metro Area",1252987,354706,16184,489654,320335,146794,164395,107321,2.49,3.06,539077,489654,49423,19998,7286,2220,2921,16123,318013,816864,2.57,171641,404226,2.36
"310M100US36460",36460,"Olean, NY  Micro Area",80317,22196,724,32263,20560,8603,9526,8857,2.41,2.96,41111,32263,8848,748,483,157,6035,1343,23306,58141,2.49,8957,19497,2.18
"310M100US36500",36500,"Olympia, WA  Metro Area",252264,67556,1971,100650,66161,29050,31937,23458,2.46,2.95,108182,100650,7532,2535,1632,316,1445,1447,67069,169880,2.53,33581,78162,2.33
"310M100US36540",36540,"Omaha-Council Bluffs, NE-IA  Metro Area",865350,260666,8692,334379,219353,105798,114825,68987,2.54,3.12,362327,334379,27948,12447,4271,1066,3042,6551,223303,599172,2.68,111076,248579,2.24
"310M100US36580",36580,"Oneonta, NY  Micro Area",62259,13962,556,24620,15058,5722,6302,7356,2.31,2.84,30777,24620,6157,615,514,127,3621,1235,17885,42843,2.4,6735,14096,2.09
"310M100US36620",36620,"Ontario, OR-ID  Micro Area",53936,16029,3195,18673,13166,5959,6704,5737,2.7,3.22,20637,18673,1964,500,305,69,389,653,12490,33850,2.71,6183,16641,2.69
"310M100US36660",36660,"Opelousas-Eunice, LA  Micro Area",83384,26841,926,31857,22021,9887,11494,8314,2.58,3.13,35692,31857,3835,758,282,84,935,1726,22494,58798,2.61,9363,23481,2.51
"310M100US36700",36700,"Orangeburg, SC  Micro Area",92501,25730,730,35788,23580,9194,11633,10288,2.49,3.06,42504,35788,6716,1330,556,271,1309,3123,24566,61345,2.5,11222,27856,2.48
"310M100US36740",36740,"Orlando-Kissimmee-Sanford, FL  Metro Area",2134411,604593,18879,798445,536219,241611,273499,189096,2.62,3.12,942312,798445,143867,45203,21757,3008,45493,26917,504792,1336898,2.65,293653,753045,2.56
"310M100US36780",36780,"Oshkosh-Neenah, WI  Metro Area",166994,42676,4516,67875,41523,18343,19515,15637,2.34,2.91,73329,67875,5454,1771,947,118,1520,985,45036,112483,2.5,22839,46272,2.03
"310M100US36820",36820,"Oskaloosa, IA  Micro Area",22381,6159,215,8975,6044,2588,2762,2421,2.42,2.93,9766,8975,791,281,131,38,89,241,6384,16094,2.52,2591,5628,2.17
"310M100US36860",36860,"Ottawa-Streator, IL  Micro Area",154908,43847,3133,62118,41455,16958,18703,18205,2.44,2.98,68772,62118,6654,1531,1237,386,1251,2148,46700,116957,2.5,15418,34543,2.24
"310M100US36900",36900,"Ottumwa, IA  Micro Area",35625,9298,412,14552,9332,3852,4330,4185,2.39,2.93,16098,14552,1546,550,236,105,171,465,10594,26188,2.47,3958,8570,2.17
"310M100US36940",36940,"Owatonna, MN  Micro Area",36576,11080,376,14330,9871,4555,4817,3598,2.51,3.03,15343,14330,1013,317,256,33,148,247,11135,29011,2.61,3195,6971,2.18
"310M100US36980",36980,"Owensboro, KY  Metro Area",114752,32637,1792,45737,30878,13262,14886,11969,2.45,2.97,49450,45737,3713,1142,578,192,375,1359,32043,80864,2.52,13694,31135,2.27
"310M100US37020",37020,"Owosso, MI  Micro Area",70648,20739,395,27481,19397,8170,9100,7196,2.54,2.99,30319,27481,2838,673,540,147,628,813,21281,55158,2.59,6200,14669,2.37
"310M100US37060",37060,"Oxford, MS  Micro Area",47351,10086,764,18356,10038,4314,4845,3512,2.31,2.93,22729,18356,4373,1123,499,91,1781,822,10338,25255,2.44,8018,17058,2.13
"310M100US37100",37100,"Oxnard-Thousand Oaks-Ventura, CA  Metro Area",823318,259236,3855,266920,197178,94083,106457,69982,3.04,3.47,281695,266920,14775,4664,2467,595,3545,3180,174168,525886,3.02,92752,286832,3.09
"310M100US37140",37140,"Paducah, KY-IL  Micro Area",98762,25563,1423,41971,27272,10901,12334,12156,2.31,2.86,46901,41971,4930,1105,674,223,635,2198,29477,70417,2.39,12494,26668,2.13
"310M100US37220",37220,"Pahrump, NV  Micro Area",43946,10133,209,18032,11929,3784,4535,7350,2.42,2.9,22350,18032,4318,1001,597,216,795,1670,12979,30357,2.34,5053,13255,2.62
"310M100US37260",37260,"Palatka, FL  Micro Area",74364,19410,1163,29409,19737,7056,8582,10270,2.48,2.97,37337,29409,7928,1090,909,151,3573,2150,22333,54132,2.42,7076,18825,2.66
"310M100US37300",37300,"Palestine, TX  Micro Area",58458,12889,13460,17218,12158,4946,5874,5170,2.57,3.08,20116,17218,2898,470,260,123,854,1163,12432,32136,2.58,4786,12105,2.53
"310M100US37340",37340,"Palm Bay-Melbourne-Titusville, FL  Metro Area",543376,133480,5591,229692,148392,53288,60570,78628,2.33,2.84,269864,229692,40172,10313,6592,866,13549,8477,168841,394111,2.33,60851,141530,2.33
"310M100US37380",37380,"Palm Coast, FL  Metro Area",95696,22945,562,39186,27843,9054,10369,16016,2.42,2.82,48595,39186,9409,1256,1346,184,4489,2049,30020,69416,2.31,9166,25596,2.79
"310M100US37420",37420,"Pampa, TX  Micro Area",23464,6235,1606,8802,6079,2616,2952,2665,2.48,3.01,10597,8802,1795,337,149,35,135,1130,6556,16426,2.51,2246,5428,2.42
"310M100US37460",37460,"Panama City-Lynn Haven-Panama City Beach, FL  Metro Area",168852,43261,2898,68438,44451,18136,20950,17648,2.41,2.92,99650,68438,31212,10387,1906,259,13878,4515,43207,103997,2.41,25231,61038,2.42
"310M100US37500",37500,"Paragould, AR  Micro Area",42090,11935,391,16425,11678,5082,5799,4339,2.53,2.97,17892,16425,1467,434,196,98,119,593,11216,28393,2.53,5209,13095,2.51
"310M100US37540",37540,"Paris, TN  Micro Area",32330,8006,444,13604,9106,3300,3864,4533,2.34,2.83,17054,13604,3450,365,236,106,1782,942,10118,23610,2.33,3486,8229,2.36
"310M100US37580",37580,"Paris, TX  Micro Area",49793,14006,505,19829,13619,5625,6531,6017,2.48,2.99,22481,19829,2652,660,224,80,303,1349,13194,33291,2.52,6635,15789,2.38
"310M100US37620",37620,"Parkersburg-Marietta-Vienna, WV-OH  Metro Area",162056,41941,1821,67410,45064,17446,19488,19675,2.35,2.85,75203,67410,7793,1632,946,343,1750,3013,49382,119192,2.41,18028,39414,2.19
"310M100US37660",37660,"Parsons, KS  Micro Area",21607,5874,285,8822,5733,2400,2713,2533,2.39,2.94,10092,8822,1270,289,136,105,125,598,6194,15348,2.48,2628,5779,2.2
"310M100US37700",37700,"Pascagoula, MS  Metro Area",162246,49474,1510,60187,43479,19186,22430,14839,2.66,3.12,69397,60187,9210,3594,1291,286,1349,2571,43991,118094,2.68,16196,42298,2.61
"310M100US37740",37740,"Payson, AZ  Micro Area",53597,12418,774,22000,14294,4412,5566,8821,2.39,2.94,32698,22000,10698,821,715,129,7449,1532,16759,39445,2.35,5241,13235,2.53
"310M100US37780",37780,"Pecos, TX  Micro Area",13783,3513,3106,3839,2767,1211,1514,1212,2.78,3.35,4640,3839,801,54,37,31,170,500,2882,8155,2.83,957,2518,2.63
"310M100US37800",37800,"Pella, IA  Micro Area",33309,9481,239,12723,8867,3929,4169,3496,2.48,3,13914,12723,1191,356,231,81,123,381,9574,25259,2.64,3149,6357,2.02
"310M100US37820",37820,"Pendleton-Hermiston, OR  Micro Area",87062,25908,3660,30820,21600,10049,11266,7889,2.69,3.18,34135,30820,3315,788,344,91,1130,912,19715,53658,2.72,11105,29396,2.65
"310M100US37860",37860,"Pensacola-Ferry Pass-Brent, FL  Metro Area",448991,119371,9453,173148,115593,47593,54906,45406,2.46,2.98,201463,173148,28315,10269,3634,681,6445,6928,118871,294338,2.48,54277,132450,2.44
"310M100US37900",37900,"Peoria, IL  Metro Area",379186,107478,5871,151801,100308,42906,47205,39499,2.44,2.98,164283,151801,12482,4313,2277,472,1043,4207,109893,278183,2.53,41908,91813,2.19
"310M100US37940",37940,"Peru, IN  Micro Area",36903,9803,3399,13456,9330,3916,4376,3655,2.49,2.97,15479,13456,2023,643,245,95,107,921,9969,24938,2.5,3487,8549,2.45
"310M100US37980",37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD  Metro Area",5965343,1769434,78348,2260312,1489044,663818,747356,575892,2.56,3.15,2433611,2260312,173299,69549,25665,6909,11284,55490,1547065,4187448,2.71,713247,1610069,2.26
"310M100US38020",38020,"Phoenix Lake-Cedar Ridge, CA  Micro Area",55365,11768,4035,22156,14278,4626,5282,8003,2.3,2.77,31244,22156,9088,705,559,64,7147,572,15471,35099,2.27,6685,15784,2.36
"310M100US38060",38060,"Phoenix-Mesa-Glendale, AZ  Metro Area",4192887,1251118,53995,1537173,1024971,484628,542088,367727,2.68,3.24,1798501,1537173,261328,85259,44750,7046,79437,41418,1005949,2694220,2.68,531224,1419245,2.67
"310M100US38100",38100,"Picayune, MS  Micro Area",55834,15995,522,20816,15159,6136,7326,5932,2.63,3.08,23968,20816,3152,671,430,117,872,1041,16201,42625,2.63,4615,12085,2.62
"310M100US38180",38180,"Pierre, SD  Micro Area",19988,5278,681,8294,5292,2342,2515,1924,2.32,2.89,9010,8294,716,188,62,10,207,235,5668,14149,2.5,2626,5067,1.93
"310M100US38200",38200,"Pierre Part, LA  Micro Area",23421,7128,179,8736,6423,2653,3197,2299,2.66,3.11,10351,8736,1615,60,49,32,762,698,7126,19190,2.69,1610,4032,2.5
"310M100US38220",38220,"Pine Bluff, AR  Metro Area",100258,27198,7537,36496,24958,10286,12433,9732,2.5,3.04,41930,36496,5434,1374,432,100,652,2700,24287,60909,2.51,12209,30322,2.48
"310M100US38260",38260,"Pittsburg, KS  Micro Area",39134,9834,610,15729,9285,4142,4585,3805,2.38,2.96,17801,15729,2072,621,267,125,175,848,9665,23836,2.47,6064,13525,2.23
"310M100US38300",38300,"Pittsburgh, PA  Metro Area",2356285,618411,26035,1001627,619332,241691,264315,294636,2.29,2.9,1102048,1001627,100421,29749,14428,5293,9022,39993,697151,1702157,2.44,304476,591449,1.94
"310M100US38340",38340,"Pittsfield, MA  Metro Area",131219,32029,2280,56091,33618,13271,14507,17424,2.23,2.82,68508,56091,12417,1776,788,190,7894,1704,37770,89495,2.37,18321,35565,1.94
"310M100US38380",38380,"Plainview, TX  Micro Area",36273,11159,2344,11846,8781,4264,4960,3127,2.83,3.31,13541,11846,1695,530,148,71,70,834,7648,21887,2.86,4198,11584,2.76
"310M100US38420",38420,"Platteville, WI  Micro Area",51208,12924,1090,19396,12362,5081,5398,5266,2.44,2.94,21581,19396,2185,548,259,52,955,344,13727,34870,2.54,5669,12441,2.19
"310M100US38460",38460,"Plattsburgh, NY  Micro Area",82128,19293,4025,31582,19752,8241,9117,7882,2.37,2.86,35888,31582,4306,596,366,104,2238,956,21576,54138,2.51,10006,20837,2.08
"310M100US38500",38500,"Plymouth, IN  Micro Area",47051,14812,513,17406,12516,5540,6125,4700,2.66,3.15,19845,17406,2439,506,370,88,954,500,13283,36139,2.72,4123,10242,2.48
"310M100US38540",38540,"Pocatello, ID  Metro Area",90656,28362,923,33323,22855,10911,11967,7283,2.67,3.19,36135,33323,2812,922,543,104,481,701,22779,63099,2.77,10544,25718,2.44
"310M100US38580",38580,"Point Pleasant, WV-OH  Micro Area",58258,15640,1178,23211,15913,6212,7176,6846,2.44,2.94,26931,23211,3720,597,362,174,940,1594,17611,43762,2.48,5600,12940,2.31
"310M100US38620",38620,"Ponca City, OK  Micro Area",46562,12783,693,18577,12253,5193,5897,5567,2.44,2.99,21708,18577,3131,1008,383,153,428,1109,12829,31498,2.46,5748,13791,2.4
"310M100US38660",38660,"Ponce, PR  Metro Area",243147,86273,4345,85674,63666,27667,33010,25787,2.78,3.28,99359,85674,13685,2101,1535,618,1822,7357,61238,171402,2.8,24436,66563,2.72
"310M100US38700",38700,"Pontiac, IL  Micro Area",38950,10408,3228,14613,9741,4094,4491,4204,2.43,2.98,15895,14613,1282,332,258,56,111,510,11001,27593,2.51,3612,7967,2.21
"310M100US38740",38740,"Poplar Bluff, MO  Micro Area",42794,11232,577,17614,11481,4684,5415,5185,2.38,2.92,19731,17614,2117,432,242,64,263,1093,11686,28405,2.43,5928,13505,2.28
"310M100US38780",38780,"Portales, NM  Micro Area",19846,5574,231,7299,4671,2264,2598,1735,2.57,3.2,8163,7299,864,156,89,26,55,526,4326,11170,2.58,2973,7593,2.55
"310M100US38820",38820,"Port Angeles, WA  Micro Area",71404,15149,1293,31329,19713,6266,7097,12042,2.22,2.7,35582,31329,4253,815,609,130,1824,796,22420,49674,2.22,8909,19831,2.23
"310M100US38860",38860,"Portland-South Portland-Biddeford, ME  Metro Area",514098,130601,4505,213436,133783,56759,61248,54634,2.35,2.89,262718,213436,49282,5797,2922,699,35166,4354,149343,371140,2.49,64093,130398,2.03
"310M100US38900",38900,"Portland-Vancouver-Hillsboro, OR-WA  Metro Area",2226009,616816,14814,867794,551008,256004,279441,184634,2.52,3.08,925076,867794,57282,20927,12190,2173,8582,11987,535433,1410950,2.64,332361,776740,2.34
"310M100US38940",38940,"Port St. Lucie, FL  Metro Area",424107,105229,5465,172422,115111,41648,47320,66399,2.42,2.91,215160,172422,42738,7316,5753,1000,19961,8337,129962,304353,2.34,42460,112768,2.66
"310M100US39020",39020,"Portsmouth, OH  Micro Area",79499,20956,2864,30870,20911,8359,9943,8821,2.46,2.96,34142,30870,3272,826,376,189,269,1542,21126,53147,2.52,9744,22710,2.33
"310M100US39060",39060,"Pottsville, PA  Micro Area",148289,38187,6565,60192,39004,14824,16536,19290,2.35,2.89,69323,60192,9131,1554,1128,628,1360,4362,45496,110417,2.43,14696,31092,2.12
"310M100US39100",39100,"Poughkeepsie-Newburgh-Middletown, NY  Metro Area",670301,210124,13856,233890,164352,79091,85912,58287,2.73,3.26,255663,233890,21773,6097,3588,814,5955,5009,161824,458207,2.83,72066,179899,2.5
"310M100US39140",39140,"Prescott, AZ  Metro Area",211033,46009,1581,90903,57597,18144,20750,35719,2.28,2.78,110432,90903,19529,2965,2740,470,9304,3914,64366,144032,2.24,26537,63476,2.39
"310M100US39220",39220,"Price, UT  Micro Area",21403,6482,190,7978,5587,2406,2770,2133,2.61,3.14,9551,7978,1573,216,125,32,722,459,5744,15298,2.66,2234,5561,2.49
"310M100US39260",39260,"Prineville, OR  Micro Area",20978,5196,68,8558,6025,2112,2367,2906,2.42,2.84,10202,8558,1644,290,264,54,707,320,6093,14523,2.38,2465,6210,2.52
"310M100US39300",39300,"Providence-New Bedford-Fall River, RI-MA  Metro Area",1600852,449885,19151,626610,400899,176359,194114,165689,2.46,3.05,693923,626610,67313,23427,7216,1759,19741,14186,383745,1010174,2.63,242865,532147,2.19
"310M100US39340",39340,"Provo-Orem, UT  Metro Area",526810,207712,2885,143695,116844,68432,73709,23546,3.57,3.88,151852,143695,8157,1962,2326,479,1376,1837,98496,367335,3.73,45199,145441,3.22
"310M100US39380",39380,"Pueblo, CO  Metro Area",159063,44873,3126,62972,41307,17607,20369,17492,2.46,3.02,69526,62972,6554,2121,1111,164,861,2243,42248,104751,2.48,20724,49991,2.41
"310M100US39420",39420,"Pullman, WA  Micro Area",44776,7559,164,17468,8130,3451,3633,3047,2.22,2.86,19323,17468,1855,858,222,55,196,492,7902,19243,2.44,9566,19585,2.05
"310M100US39460",39460,"Punta Gorda, FL  Metro Area",159978,28677,2786,73370,47873,11151,12958,36868,2.14,2.57,100632,73370,27262,3479,3375,518,15411,4303,58475,122313,2.09,14895,34653,2.33
"310M100US39500",39500,"Quincy, IL-MO  Micro Area",77314,20991,1728,31249,20270,8627,9394,8925,2.38,2.94,34377,31249,3128,782,399,141,389,1363,22646,56134,2.48,8603,18111,2.11
"310M100US39540",39540,"Racine, WI  Metro Area",195408,58165,4173,75651,51400,22776,25096,18373,2.52,3.04,82164,75651,6513,2334,1271,169,1242,1416,52852,137123,2.59,22799,53290,2.34
"310M100US39580",39580,"Raleigh-Cary, NC  Metro Area",1130490,336028,8807,430577,288839,149250,160160,74010,2.57,3.12,466095,430577,35518,13439,7463,1329,3446,9215,287501,765268,2.66,143076,340828,2.38
"310M100US39660",39660,"Rapid City, SD  Metro Area",126382,34506,1588,51154,33390,14956,16361,11704,2.4,2.93,55949,51154,4795,1372,655,176,1597,895,34131,85315,2.5,17023,37695,2.21
"310M100US39700",39700,"Raymondville, TX  Micro Area",22134,6823,3254,5764,4607,2054,2651,1895,3.28,3.73,7040,5764,1276,350,71,11,303,521,4399,14636,3.33,1365,4244,3.11
"310M100US39740",39740,"Reading, PA  Metro Area",411442,119696,4176,154356,106532,46425,51109,41746,2.59,3.08,164827,154356,10471,3557,1941,446,724,3605,110653,295123,2.67,43703,104296,2.39
"310M100US39780",39780,"Red Bluff, CA  Micro Area",63463,18409,505,23767,16642,7071,8068,7284,2.63,3.09,26987,23767,3220,687,455,112,1038,890,15363,39225,2.55,8404,23396,2.78
"310M100US39820",39820,"Redding, CA  Metro Area",177223,46537,1139,70346,46981,18559,21118,21649,2.48,2.94,77313,70346,6967,1799,1046,263,2192,1550,45277,111331,2.46,25069,63238,2.52
"310M100US39860",39860,"Red Wing, MN  Micro Area",46183,12767,730,18730,12689,5341,5725,5151,2.42,2.92,20337,18730,1607,430,366,56,403,330,14479,36744,2.54,4251,8538,2.01
"310M100US39900",39900,"Reno-Sparks, NV  Metro Area",425417,115365,2111,165187,103909,47199,52671,38914,2.54,3.11,186831,165187,21644,8944,3307,465,5087,3547,97133,252478,2.6,68054,167662,2.46
"310M100US39940",39940,"Rexburg, ID  Micro Area",50778,15467,575,15047,11323,5526,5831,2693,3.28,3.39,19811,15047,4764,335,209,108,3673,393,8704,28249,3.25,6343,21033,3.32
"310M100US39980",39980,"Richmond, IN  Micro Area",68917,18420,1421,27551,18126,7362,8392,7908,2.41,2.93,31242,27551,3691,1194,676,133,130,1515,18526,45322,2.45,9025,20981,2.32
"310M100US40060",40060,"Richmond, VA  Metro Area",1258251,351064,21101,488330,324055,144376,162998,112415,2.5,3.03,531648,488330,43318,15330,8197,1425,5241,12301,330241,848139,2.57,158089,373200,2.36
"310M100US40080",40080,"Richmond-Berea, KY  Micro Area",99972,25182,946,38723,25692,11020,12558,8575,2.43,2.92,42746,38723,4023,1305,624,210,398,1437,24632,62428,2.53,14091,31508,2.24
"310M100US40100",40100,"Rio Grande City-Roma, TX  Micro Area",60968,24018,747,17001,14480,7776,9471,4604,3.54,3.92,19526,17001,2525,344,127,35,526,1422,13258,47398,3.58,3743,12760,3.41
"310M100US40140",40140,"Riverside-San Bernardino-Ontario, CA  Metro Area",4224851,1430718,46516,1297878,980681,500062,577452,322255,3.2,3.64,1500344,1297878,202466,45439,30555,5775,84642,33852,845785,2681053,3.17,452093,1467915,3.25
"310M100US40180",40180,"Riverton, WY  Micro Area",40123,10612,561,15455,10360,4242,4993,4183,2.54,3.07,17796,15455,2341,371,170,69,1007,679,11006,27974,2.54,4449,11285,2.54
"310M100US40220",40220,"Roanoke, VA  Metro Area",308707,79284,3893,128454,83110,33017,37332,36174,2.34,2.89,144987,128454,16533,3719,2444,492,5217,4374,89832,216116,2.41,38622,84663,2.19
"310M100US40260",40260,"Roanoke Rapids, NC  Micro Area",76790,21096,2098,31163,20464,7585,9457,9826,2.39,2.97,37455,31163,6292,980,411,145,1883,2819,20752,49418,2.38,10411,25204,2.42
"310M100US40300",40300,"Rochelle, IL  Micro Area",53497,15993,478,20856,14711,6340,6905,5613,2.54,3.01,22561,20856,1705,378,382,88,324,500,15922,41723,2.62,4934,11249,2.28
"310M100US40340",40340,"Rochester, MN  Metro Area",186011,54323,2120,73362,49244,23067,24381,16338,2.49,3.03,78439,73362,5077,1433,1136,172,970,1233,56191,146341,2.6,17171,36505,2.13
"310M100US40380",40380,"Rochester, NY  Metro Area",1054323,293469,13836,420554,264751,117150,128165,105828,2.41,3,455397,420554,34843,11928,4062,1338,8483,8402,282672,722042,2.55,137882,292935,2.12
"310M100US40420",40420,"Rockford, IL  Metro Area",349431,105904,3637,134006,91127,41168,45955,33809,2.57,3.11,145935,134006,11929,4100,2650,359,795,3798,94257,250269,2.66,39749,94167,2.37
"310M100US40460",40460,"Rockingham, NC  Micro Area",46639,13209,1068,18430,12356,5116,6161,5025,2.47,3.01,20738,18430,2308,666,242,102,188,1075,12102,29793,2.46,6328,15686,2.48
"310M100US40500",40500,"Rockland, ME  Micro Area",39736,9078,1183,17258,10662,3995,4387,5536,2.22,2.75,23744,17258,6486,502,372,77,4828,646,12789,29502,2.31,4469,8873,1.99
"310M100US40540",40540,"Rock Springs, WY  Micro Area",43806,13010,265,16475,11405,5451,6042,2670,2.62,3.09,18735,16475,2260,934,337,45,295,625,11872,31713,2.67,4603,11414,2.48
"310M100US40580",40580,"Rocky Mount, NC  Metro Area",152392,43962,2767,59462,40609,16826,19946,15974,2.5,3.03,67124,59462,7662,2856,937,234,518,3017,37967,95558,2.52,21495,53194,2.47
"310M100US40620",40620,"Rolla, MO  Micro Area",45156,10898,749,17564,10953,4680,5228,4257,2.4,2.93,19533,17564,1969,604,241,46,294,756,10849,27136,2.5,6715,15019,2.24
"310M100US40660",40660,"Rome, GA  Metro Area",96317,27201,2109,35930,24916,10648,12367,9871,2.58,3.09,40551,35930,4621,1871,670,216,227,1582,22735,58991,2.59,13195,33593,2.55
"310M100US40700",40700,"Roseburg, OR  Micro Area",107667,25719,665,44581,29839,10197,11771,15836,2.38,2.82,48915,44581,4334,1060,860,150,992,1217,30510,72191,2.37,14071,33768,2.4
"310M100US40740",40740,"Roswell, NM  Micro Area",65645,20189,737,23691,16646,7609,8924,6827,2.7,3.22,26697,23691,3006,680,315,54,213,1723,16403,44562,2.72,7288,19299,2.65
"310M100US40760",40760,"Ruidoso, NM  Micro Area",20497,4507,116,9219,5859,1857,2145,3266,2.21,2.72,17519,9219,8300,378,339,44,5928,1564,6931,15270,2.2,2288,5111,2.23
"310M100US40780",40780,"Russellville, AR  Micro Area",83939,22946,821,31572,22037,9501,10721,8126,2.54,3.02,35303,31572,3731,849,441,117,732,1555,21753,56422,2.59,9819,23864,2.43
"310M100US40820",40820,"Ruston, LA  Micro Area",63009,15510,1500,23860,14843,6363,7259,5780,2.39,2.96,27159,23860,3299,606,187,166,742,1552,14526,35585,2.45,9334,21503,2.3
"310M100US40860",40860,"Rutland, VT  Micro Area",61642,14538,551,25984,16018,6093,6728,7442,2.28,2.81,33768,25984,7784,676,416,59,5787,718,18147,43515,2.4,7837,15809,2.02
"310M100US40900",40900,"Sacramento--Arden-Arcade--Roseville, CA  Metro Area",2149127,639647,19163,787667,526337,249834,277595,188448,2.68,3.23,871793,787667,84126,26942,12010,2241,27508,14223,478512,1294146,2.7,309155,819035,2.65
"310M100US40940",40940,"Safford, AZ  Micro Area",45657,14064,3491,14308,10340,4813,5802,3825,2.93,3.44,17352,14308,3044,968,346,122,586,966,9682,28390,2.93,4626,13481,2.91
"310M100US40980",40980,"Saginaw-Saginaw Township North, MI  Metro Area",200169,58156,3367,79011,52287,21835,24510,21885,2.44,2.99,86844,79011,7833,2441,1434,406,435,2973,57087,143278,2.51,21924,49775,2.27
"310M100US41060",41060,"St. Cloud, MN  Metro Area",189093,52018,1449,71311,46396,21308,22525,15178,2.52,3.03,78114,71311,6803,1885,817,159,2775,1060,50639,135114,2.67,20672,44718,2.16
"310M100US41100",41100,"St. George, UT  Metro Area",138115,46074,1366,46334,35447,15517,17035,15792,2.94,3.36,57734,46334,11400,1434,1467,201,7201,1018,32643,92816,2.84,13691,43446,3.17
"310M100US41140",41140,"St. Joseph, MO-KS  Metro Area",127329,33616,6902,48184,31728,13548,15349,12898,2.46,2.99,53638,48184,5454,1702,694,228,349,2407,32487,82207,2.53,15697,36448,2.32
"310M100US41180",41180,"St. Louis, MO-IL  Metro Area",2812896,824655,32203,1119020,732948,324394,360997,269607,2.46,3.04,1236222,1119020,117202,39808,19544,4655,10486,40864,791029,2034214,2.57,327991,722450,2.2
"310M100US41220",41220,"St. Marys, GA  Micro Area",50513,15464,268,18047,13468,6615,7362,3336,2.69,3.09,21114,18047,3067,1048,480,85,613,762,11810,31992,2.71,6237,16644,2.67
"310M100US41260",41260,"St. Marys, PA  Micro Area",31946,8502,298,13693,9048,3316,3609,4281,2.31,2.84,17585,13693,3892,347,231,56,2752,487,10750,25978,2.42,2943,5613,1.91
"310M100US41420",41420,"Salem, OR  Metro Area",390738,115833,6864,141245,96589,44482,49215,36869,2.68,3.19,151250,141245,10005,4024,2153,348,1234,2058,87643,234537,2.68,53602,143887,2.68
"310M100US41460",41460,"Salina, KS  Micro Area",61697,16893,673,24872,16114,7128,7877,6397,2.42,2.98,26880,24872,2008,728,282,81,123,751,17030,42941,2.52,7842,17193,2.19
"310M100US41500",41500,"Salinas, CA  Metro Area",415057,127479,12547,125946,90472,45912,52402,32183,3.15,3.66,139048,125946,13102,3182,1676,367,5158,2471,64077,194719,3.04,61869,201636,3.26
"310M100US41540",41540,"Salisbury, MD  Metro Area",125203,31148,4847,46008,29650,12470,14476,11902,2.5,2.99,52322,46008,6314,1654,973,235,1390,1964,28946,72047,2.49,17062,43102,2.53
"310M100US41580",41580,"Salisbury, NC  Micro Area",138428,38560,2384,53140,37058,15571,17998,14246,2.52,3,60211,53140,7071,2242,924,269,894,2663,36987,93399,2.53,16153,40743,2.52
"310M100US41620",41620,"Salt Lake City, UT  Metro Area",1124197,381630,9771,373583,266216,137205,152254,69855,2.97,3.51,410031,373583,36448,9826,5629,1008,14653,4693,254189,793330,3.12,119394,316390,2.65
"310M100US41660",41660,"San Angelo, TX  Metro Area",111823,29869,923,42984,28198,11973,13924,11227,2.48,3.04,47427,42984,4443,1445,509,157,618,1628,28066,72895,2.6,14918,33763,2.26
"310M100US41700",41700,"San Antonio-New Braunfels, TX  Metro Area",2142508,673723,21320,763022,532438,253205,291511,169947,2.74,3.29,837999,763022,74977,28717,9893,2148,13120,19871,488523,1398922,2.86,274499,694554,2.53
